sid,id,position,created_at,created_meta,updated_at,updated_meta,gridcode,DEPTH_FT,Shape_Leng,Shape_Area
row-q28d.27v6-9f5h,00000000-0000-0000-C94D-CEF7ABC1DF4E,0,1582656196,,1582656196,,1,,403497.407074,5109724.35419
row-cghi-7qw3_w8q7,00000000-0000-0000-7EAE-0CC6453E9A04,0,1582656196,,1582656196,,2,,219147.103346,794145.707602
row-2mj3-iidx.ww5b,00000000-0000-0000-B701-B26A64CD77D6,0,1582656196,,1582656196,,3,,103724.875386,206087.884076
row-sxi6.ix49_8z8p,00000000-0000-0000-72A3-7649F9FF2FDE,0,1582656196,,1582656196,,4,,14324.6565348,65613.6489693
row-ybre~jfpf~e8pe,00000000-0000-0000-E142-2963FA37BC47,0,1582656196,,1582656196,,5,,6305.14575212,6559.42001802
row-xazf-59va_ih27,00000000-0000-0000-1A01-86FD3A7CADD9,0,1582656196,,1582656196,,6,,3775.37755422,6220.48975269
row-fqce_m6u8_p6iy,00000000-0000-0000-9D29-72572931FE29,0,1582656196,,1582656196,,7,,1956.61676588,9708.36506382
